metadata	feature	value	coef	stderr	N	N.not.0	pval	qval
description	s__Adlercreutzia_equolifaciens	Population Control	-0.00952585957591511	0.00457195543991384	118	50	0.0398043435525409	0.547309723847438
host_age	s__Eubacterium_ventriosum	host_age	-0.00918957237302656	0.0043849142560883	118	51	0.038894349081774	0.547309723847438
host_body_mass_index	s__Roseburia_intestinalis	host_body_mass_index	0.0101459496712676	0.00472482751367534	118	73	0.0379311567142948	0.547309723847438
sex	s__Paraprevotella_unclassified	male	0.0176835285053776	0.00809116670505567	118	27	0.0424230232546777	0.567551257055823
description	s__Collinsella_aerofaciens	Population Control	-0.0233389131267485	0.0114809835683022	118	80	0.0448486317542865	0.584212439957154
description	s__Eubacterium_hallii	Household Control	-0.0430531430164352	0.021459830769835	118	95	0.047588588029817	0.588908776868986
sex	s__Escherichia_coli	male	0.0250142319413222	0.0124503961907816	118	50	0.0472756718598231	0.588908776868986
description	s__Coprobacillus_unclassified	Household Control	-0.0145708247416386	0.00697449790839902	118	24	0.0497435247954542	0.600562067652435
description	s__Bifidobacterium_adolescentis	Population Control	-0.0358336226086147	0.0182289026953588	118	43	0.0523193867898837	0.602281313046336
description	s__Eubacterium_ventriosum	Household Control	0.0134778260145254	0.00645440572018103	118	51	0.0518487603405726	0.602281313046336
host_age	s__Alistipes_finegoldii	host_age	0.0140783182880213	0.00722970777448846	118	78	0.0549295086047315	0.604224594652047
description	s__Oscillibacter_unclassified	Population Control	-0.0166199016418821	0.00855213710287135	118	114	0.0548997125646538	0.604224594652047
description	s__Bacteroides_intestinalis	Household Control	-0.0361507069075949	0.018910147947915	118	25	0.0588347122518055	0.607431407422701
description	s__Bacteroides_massiliensis	Population Control	0.0444475048304182	0.0231063326402531	118	35	0.0576752629780269	0.607431407422701
description	s__Lachnospiraceae_bacterium_3_1_46FAA	Household Control	0.0154237487326758	0.00773244825527183	118	89	0.0589024395076559	0.607431407422701
description	s__Methanobrevibacter_smithii	Household Control	-0.0457674904341689	0.0257230762220438	118	39	0.0783008867584221	0.632765416960928
description	s__Bacteroides_dorei	Household Control	0.0748861126512945	0.0417765803318278	118	86	0.0775116770420099	0.632765416960928
description	s__Bacteroides_thetaiotaomicron	Household Control	0.0420504644414431	0.0225117963791053	118	93	0.067315511376226	0.632765416960928
sex	s__Parabacteroides_distasonis	male	-0.0351992610631648	0.0193624345260458	118	80	0.0728196101730633	0.632765416960928
host_body_mass_index	s__Parabacteroides_johnsonii	host_body_mass_index	0.00889236181520233	0.00504120204451348	118	26	0.0809981233098799	0.632765416960928
description	s__Streptococcus_parasanguinis	Household Control	-0.0132586863174184	0.00731068768507	118	34	0.0735348991515947	0.632765416960928
description	s__Flavonifractor_plautii	Household Control	-0.00496457206722584	0.0027597481376164	118	31	0.081114054947056	0.632765416960928
host_body_mass_index	s__Anaerostipes_hadrus	host_body_mass_index	-0.00807844013237485	0.00453002205556175	118	74	0.0784013568634141	0.632765416960928
description	s__Ruminococcus_gnavus	Population Control	-0.0299896132155688	0.0162368260603297	118	40	0.067781913373397	0.632765416960928
description	s__Lachnospiraceae_bacterium_3_1_57FAA_CT1	Household Control	-0.010652885132963	0.00588944941763847	118	32	0.0735471507203527	0.632765416960928
description	s__Roseburia_inulinivorans	Household Control	0.0282665473478513	0.0150939253429736	118	91	0.0640893663317561	0.632765416960928
host_body_mass_index	s__Clostridium_bartlettii	host_body_mass_index	-0.00474554687289292	0.00254869747186433	118	47	0.0740925000615553	0.632765416960928
description	s__Holdemania_filiformis	Population Control	-0.00539213598767936	0.00297228625106339	118	30	0.0728865710658212	0.632765416960928
sex	s__Bilophila_unclassified	male	0.0119481605493533	0.00678559832779601	118	88	0.0818120943141402	0.632765416960928
description	s__Desulfovibrio_desulfuricans	Household Control	-0.00849675882539466	0.00458459253301078	118	28	0.0749070270382452	0.632765416960928
host_body_mass_index	s__Akkermansia_muciniphila	host_body_mass_index	-0.0281918269213357	0.0159756176528814	118	84	0.0807545590425517	0.632765416960928
host_age	s__Eggerthella_unclassified	host_age	-0.00369000754778469	0.00224153792246393	118	34	0.103272186892046	0.638996656394537
description	s__Parabacteroides_unclassified	Population Control	0.0419934855563068	0.0253955735067778	118	49	0.101413831901183	0.638996656394537
description	s__Streptococcus_salivarius	Household Control	-0.0152695962473057	0.00922880720815983	118	58	0.102498142196853	0.638996656394537
sex	s__Clostridium_bolteae	male	-0.0117952648443068	0.00705311373049679	118	40	0.0976454360001369	0.638996656394537
description	s__Eubacterium_rectale	Population Control	0.0526610442527375	0.0308707721819642	118	96	0.0915093896556094	0.638996656394537
sex	s__Eubacterium_siraeum	male	0.0463563762719887	0.0280951293259857	118	64	0.102148882472631	0.638996656394537
description	s__Ruminococcus_gnavus	Household Control	-0.0341708762317595	0.0195301152199781	118	40	0.0842488923789933	0.638996656394537
host_body_mass_index	s__Coprococcus_comes	host_body_mass_index	0.00595407906688559	0.0034639702577454	118	78	0.0914699174728018	0.638996656394537
sex	s__Lachnospiraceae_bacterium_3_1_46FAA	male	-0.0109803613877894	0.00645232880813332	118	89	0.0945268033565698	0.638996656394537
host_age	s__Lachnospiraceae_bacterium_7_1_58FAA	host_age	0.00334790991459757	0.00201131297252736	118	92	0.0998884508986752	0.638996656394537
description	s__Lachnospiraceae_bacterium_8_1_57FAA	Population Control	0.0113899952712268	0.00688584823085798	118	36	0.101303511371905	0.638996656394537
host_age	s__Roseburia_hominis	host_age	0.01187934200725	0.00688438716766574	118	98	0.0875806160440981	0.638996656394537
sex	s__Coprobacillus_unclassified	male	-0.0101876843896413	0.00607764412677753	118	24	0.100738408238299	0.638996656394537
host_age	s__Holdemania_filiformis	host_age	-0.00254976646876986	0.0014836244178664	118	30	0.089478974373298	0.638996656394537
description	s__Desulfovibrio_desulfuricans	Population Control	-0.0071847817072815	0.004166556995465	118	28	0.0880518112934655	0.638996656394537
description	s__Akkermansia_muciniphila	Population Control	-0.0599986105259248	0.0359433833804746	118	84	0.0983189737328155	0.638996656394537
description	s__Barnesiella_intestinihominis	Population Control	0.0422881498261117	0.0258127950990438	118	70	0.104658338228609	0.63957873361928
description	s__Prevotella_copri	Household Control	0.0797626540157759	0.0491481093432149	118	28	0.107822617374899	0.650880434153355
host_body_mass_index	s__Bacteroides_ovatus	host_body_mass_index	0.0191280674329558	0.0121720692720684	118	104	0.11929930701719	0.663071019822499
sex	s__Flavonifractor_plautii	male	-0.00330376258585785	0.00209481429927529	118	31	0.118774571842199	0.663071019822499
sex	s__Eubacterium_hallii	male	-0.0238208856457724	0.0152107239250685	118	95	0.120558367240454	0.663071019822499
sex	s__Dorea_unclassified	male	-0.00527867878306835	0.00328404920369039	118	25	0.112187729478769	0.663071019822499
sex	s__Lachnospiraceae_bacterium_8_1_57FAA	male	0.00967592506697526	0.00604825582883917	118	36	0.112864763762308	0.663071019822499
description	s__Escherichia_unclassified	Population Control	-0.00765718883913849	0.00488346800584014	118	49	0.120146770517109	0.663071019822499
description	s__Escherichia_unclassified	Household Control	-0.00891922348825457	0.00565818667612174	118	49	0.119597599141441	0.663071019822499
sex	s__Akkermansia_muciniphila	male	0.0485127976876667	0.0307495284601698	118	84	0.118131058156368	0.663071019822499
sex	s__Bacteroides_eggerthii	male	-0.0520864997259782	0.0339988889244567	118	30	0.131574172516328	0.667418877565401
host_age	s__Bacteroides_finegoldii	host_age	-0.0119050494765518	0.00783544062242647	118	38	0.132135454548302	0.667418877565401
description	s__Bacteroides_uniformis	Household Control	0.0770209224598756	0.0488593903648062	118	106	0.124320895478907	0.667418877565401
host_body_mass_index	s__Clostridium_bolteae	host_body_mass_index	-0.00558672357506498	0.00359607386280783	118	40	0.123512542069355	0.667418877565401
host_age	s__Eubacterium_ramulus	host_age	-0.0042030165025618	0.00273501941336521	118	50	0.127946922491055	0.667418877565401
description	s__Roseburia_inulinivorans	Population Control	0.0186199513158164	0.0121801624978326	118	91	0.129557458774897	0.667418877565401
description	s__Anaerotruncus_unclassified	Population Control	-0.00641646281875609	0.00420655662299705	118	26	0.130393183663326	0.667418877565401
description	s__Veillonella_unclassified	Household Control	-0.0314497320407645	0.0204938217108085	118	44	0.128551502167993	0.667418877565401
description	s__Adlercreutzia_equolifaciens	Household Control	-0.00850577023535432	0.00566566776869694	118	50	0.136497610792291	0.672137838955891
sex	s__Alistipes_putredinis	male	0.039420879624988	0.026301851186628	118	97	0.137143276231404	0.672137838955891
description	s__C2likevirus_unclassified	Population Control	-0.00774068584348788	0.00516135369151881	118	25	0.13691450515018	0.672137838955891
description	s__Collinsella_aerofaciens	Household Control	-0.0207295737755154	0.0138525130748157	118	80	0.141981505695662	0.678163375981929
host_body_mass_index	s__Ruminococcus_torques	host_body_mass_index	0.0100914130471542	0.00679751474224278	118	115	0.141440600764471	0.678163375981929
description	s__Veillonella_parvula	Household Control	-0.0239480640355495	0.0161796902502828	118	30	0.142482810307314	0.678163375981929
description	s__Methanobrevibacter_smithii	Population Control	-0.0305430911393248	0.0207574399110486	118	39	0.144379165965799	0.679264703620908
host_age	s__Prevotella_copri	host_age	-0.0283466458609014	0.0193836347380338	118	28	0.146830956136237	0.679264703620908
host_body_mass_index	s__Roseburia_unclassified	host_body_mass_index	-0.00514311191333471	0.00350429125365777	118	38	0.145568668079365	0.679264703620908
sex	s__Bacteroides_caccae	male	-0.0284900093787507	0.0202421294394816	118	82	0.162828957308112	0.707979562152743
description	s__Bacteroides_uniformis	Population Control	0.0633916226523215	0.0451103946581524	118	106	0.16330206695371	0.707979562152743
description	s__Bacteroides_xylanisolvens	Household Control	0.0168523109522385	0.0119120570585445	118	69	0.160318045295658	0.707979562152743
host_body_mass_index	s__Prevotella_copri	host_body_mass_index	-0.0252325147455017	0.0177614379754173	118	28	0.158596905697395	0.707979562152743
sex	s__Clostridium_hathewayi	male	-0.00628456689033904	0.0044508252025726	118	29	0.16209221282703	0.707979562152743
sex	s__Coprococcus_catus	male	0.00670555051183529	0.0047874898642241	118	70	0.164480100298112	0.707979562152743
host_age	s__Roseburia_unclassified	host_age	0.0056018478303388	0.00396688536198664	118	38	0.161717575461321	0.707979562152743
host_age	s__Ruminococcus_callidus	host_age	0.0049539768314824	0.00349760107946805	118	28	0.160318956929102	0.707979562152743
host_body_mass_index	s__Alistipes_senegalensis	host_body_mass_index	0.00323284049315632	0.00233955009927404	118	50	0.170279170399555	0.708304112166217
sex	s__Eubacterium_ventriosum	male	0.00819859934279591	0.00581724124614599	118	51	0.167609836942795	0.708304112166217
description	s__Roseburia_intestinalis	Population Control	0.0171251735061968	0.0123532682026834	118	73	0.169338932442421	0.708304112166217
description	s__Coprobacillus_unclassified	Population Control	-0.0118807672516327	0.008544868011354	118	24	0.167973002355339	0.708304112166217
description	s__Odoribacter_unclassified	Population Control	-0.00558200132416062	0.00413752966214085	118	25	0.180409084662053	0.714419975261729
description	s__Clostridium_leptum	Population Control	-0.00942554117402135	0.00697534670355657	118	45	0.180109066115768	0.714419975261729
description	s__Anaerostipes_hadrus	Household Control	-0.0153748220380555	0.0111227703627842	118	74	0.180337569295535	0.714419975261729
sex	s__Lachnospiraceae_bacterium_1_1_57FAA	male	-0.00901405533961926	0.00652267515785967	118	24	0.179176609304409	0.714419975261729
host_body_mass_index	s__Ruminococcus_lactaris	host_body_mass_index	0.00723238130836096	0.00527334471536008	118	56	0.173351854742005	0.714419975261729
description	s__Veillonella_parvula	Population Control	-0.0177702885622748	0.0130760423342172	118	30	0.177273893574593	0.714419975261729
description	s__Eubacterium_rectale	Household Control	0.0437829399923848	0.032229363229199	118	96	0.186293079774851	0.731865670544057
host_age	s__Lachnospiraceae_bacterium_3_1_46FAA	host_age	0.00569514420735438	0.00430068340916433	118	89	0.188915996482626	0.736326128022832
host_body_mass_index	s__Lachnospiraceae_bacterium_3_1_57FAA_CT1	host_body_mass_index	0.002799521946061	0.00212836448723301	118	32	0.191465015884128	0.740431116114401
host_age	s__Bifidobacterium_adolescentis	host_age	-0.0116192914265757	0.00919015384135832	118	43	0.209363757462252	0.745575970818813
sex	s__Bifidobacterium_adolescentis	male	0.0184013477984486	0.0144242069645359	118	43	0.205921367226434	0.745575970818813
host_age	s__Bacteroides_fragilis	host_age	0.0135799700204807	0.0106573082020029	118	47	0.2058234129155	0.745575970818813
host_age	s__Bacteroides_intestinalis	host_age	0.00943128496005709	0.0074580163013975	118	25	0.209019778934026	0.745575970818813
description	s__Bacteroides_massiliensis	Household Control	0.0263060004579131	0.019679368967674	118	35	0.195646144763871	0.745575970818813
host_age	s__Parabacteroides_goldsteinii	host_age	0.00814682289206096	0.00643200434915641	118	33	0.208832162991738	0.745575970818813
description	s__Eubacterium_ramulus	Household Control	0.0055478819803324	0.00420424577498405	118	50	0.206427950572708	0.745575970818813
description	s__Dorea_unclassified	Population Control	0.00499523587650446	0.00387699086271187	118	25	0.200858183067159	0.745575970818813
description	s__Roseburia_hominis	Household Control	-0.022431814714735	0.0174556845426702	118	98	0.201795948820322	0.745575970818813
description	s__Ruminococcus_bromii	Population Control	-0.0305817592989831	0.023873822116178	118	56	0.203345105138521	0.745575970818813
description	s__Akkermansia_muciniphila	Household Control	-0.0541566049210688	0.0418824013902155	118	84	0.201230766923739	0.745575970818813
host_age	s__Barnesiella_intestinihominis	host_age	0.0161499142521822	0.0128702955017564	118	70	0.212839542004943	0.752539809231764
description	s__Bacteroides_faecis	Household Control	0.016506052891993	0.0132627382800239	118	34	0.218764771460621	0.761130608635421
description	s__Odoribacter_unclassified	Household Control	-0.00633095996739602	0.00512731778708253	118	25	0.219875613926113	0.761130608635421
host_age	s__Alistipes_shahii	host_age	0.0113793019735527	0.00924218931489672	118	82	0.221419813421213	0.761130608635421
description	s__Bilophila_wadsworthia	Population Control	-0.00327638685764189	0.00265446971371658	118	40	0.220123832443432	0.761130608635421
host_age	s__Coprobacter_fastidiosus	host_age	-0.00508532723297265	0.00414580911903182	118	34	0.223209354851028	0.761990556215578
host_body_mass_index	s__Burkholderiales_bacterium_1_1_47	host_body_mass_index	0.002686237138623	0.00219972479042263	118	44	0.224955672527797	0.762692177405887
description	s__Bacteroides_caccae	Household Control	-0.0336336004239812	0.0276247837093258	118	82	0.229340725445556	0.772269789765646
description	s__Bacteroides_cellulosilyticus	Population Control	0.0356728349379884	0.0295908043616683	118	70	0.231263505372503	0.773482669995873
host_body_mass_index	s__Ruminococcus_gnavus	host_body_mass_index	-0.00868479592217914	0.0072576264964491	118	40	0.234332220516265	0.778486235943297
description	s__Parabacteroides_goldsteinii	Population Control	0.015231658254885	0.0127903916199282	118	33	0.236848904024433	0.78160138328063
sex	s__Peptostreptococcaceae_noname_unclassified	male	0.0112647870442022	0.00953507324611171	118	46	0.240300738819555	0.787740832554171
description	s__Lachnospiraceae_bacterium_8_1_57FAA	Household Control	-0.00999238189694022	0.00853309462317204	118	36	0.244432210533157	0.796012790881004
description	s__Bacteroides_salyersiae	Household Control	0.0234743132589196	0.0201940699324614	118	27	0.250096950274012	0.809137192062981
description	s__Bacteroides_finegoldii	Household Control	0.0137519089226672	0.0119067538004986	118	38	0.261649179717099	0.80927869043935
description	s__Odoribacter_splanchnicus	Household Control	0.0186576973843797	0.0160509027139532	118	59	0.252907173115286	0.80927869043935
host_age	s__Odoribacter_unclassified	host_age	0.00230718967330938	0.00202217453527238	118	25	0.256673338023926	0.80927869043935
sex	s__Alistipes_finegoldii	male	0.0142320218344133	0.0126203267880407	118	78	0.262559824707203	0.80927869043935
host_age	s__Lachnospiraceae_bacterium_3_1_57FAA_CT1	host_age	-0.00262953384664092	0.00232275336417168	118	32	0.2603648121683	0.80927869043935
description	s__Peptostreptococcaceae_noname_unclassified	Household Control	-0.0151377034513995	0.0134524207557476	118	46	0.263219937698455	0.80927869043935
sex	s__Oxalobacter_formigenes	male	0.00387968143011577	0.00343107949430561	118	29	0.262013895100542	0.80927869043935
description	s__C2likevirus_unclassified	Household Control	-0.00716636033383835	0.00630742991612117	118	25	0.259495324195478	0.80927869043935
description	s__Anaerostipes_hadrus	Population Control	-0.0117007579987875	0.0105001784934904	118	74	0.268158459740817	0.809918745767081
description	s__Coprococcus_catus	Population Control	0.00610571231413783	0.00545048515551055	118	70	0.265360204243262	0.809918745767081
host_age	s__Akkermansia_muciniphila	host_age	0.0198901111837045	0.0178569906866262	118	84	0.268336715769296	0.809918745767081
host_age	s__Bacteroides_faecis	host_age	-0.00619496328035545	0.00575720646816992	118	34	0.284818354138932	0.819971490877306
host_body_mass_index	s__Bacteroides_finegoldii	host_body_mass_index	-0.00619485324163272	0.00561806895639893	118	38	0.276890051167074	0.819971490877306
host_body_mass_index	s__Barnesiella_intestinihominis	host_body_mass_index	-0.0124958033488985	0.0114094417024657	118	70	0.276161275668911	0.819971490877306
host_age	s__Clostridium_bolteae	host_age	-0.00431557101713651	0.00392451232519193	118	40	0.274180741741915	0.819971490877306
description	s__Clostridium_hathewayi	Population Control	-0.00565090392523354	0.00522445412990214	118	29	0.282265306016307	0.819971490877306
host_body_mass_index	s__Ruminococcus_bromii	host_body_mass_index	0.0112453734468282	0.0104555766922391	118	56	0.284919386729084	0.819971490877306
description	s__Veillonella_unclassified	Population Control	-0.0179487111516856	0.0165857215378444	118	44	0.281834675029653	0.819971490877306
description	s__Escherichia_coli	Household Control	-0.0190688364018765	0.0175654621428788	118	50	0.280324977218713	0.819971490877306
host_body_mass_index	s__Clostridium_hathewayi	host_body_mass_index	-0.00246582585586864	0.00231683438988518	118	29	0.289905662516814	0.829498860958514
host_age	s__Bacteroides_xylanisolvens	host_age	-0.00493081420506814	0.00469802330317557	118	69	0.296506071310972	0.831836666457896
host_body_mass_index	s__Parabacteroides_merdae	host_body_mass_index	-0.0109956942911462	0.0104759665414106	118	81	0.296506568220957	0.831836666457896
description	s__Eubacterium_hallii	Population Control	-0.0181120144561021	0.0173171802571725	118	95	0.298180735886313	0.831836666457896
description	s__Lachnospiraceae_bacterium_1_1_57FAA	Household Control	0.00718503176884446	0.00670926448852798	118	24	0.299125104302031	0.831836666457896
host_age	s__Lachnospiraceae_bacterium_5_1_63FAA	host_age	-0.00388644615775492	0.00368234161302167	118	88	0.293824663826561	0.831836666457896
host_age	s__Veillonella_unclassified	host_age	0.00815440388204339	0.0081150749261574	118	44	0.317547539697424	0.873255734167915
sex	s__Sutterella_wadsworthensis	male	0.0101740647946489	0.0100465526684911	118	32	0.315944895063162	0.873255734167915
description	s__Bacteroides_finegoldii	Population Control	0.0155737750738805	0.0155565526140149	118	38	0.319547236887644	0.873899901985547
host_age	s__Collinsella_aerofaciens	host_age	-0.00467067464962368	0.0056600636894768	118	80	0.411805941345818	0.875963705985836
description	s__Eggerthella_unclassified	Household Control	-0.00461843932864248	0.00536699174233263	118	34	0.392970083468526	0.875963705985836
host_body_mass_index	s__Eggerthella_unclassified	host_body_mass_index	0.00170115528554171	0.00201916734454803	118	34	0.401560931950221	0.875963705985836
sex	s__Bacteroides_cellulosilyticus	male	0.0201633222159776	0.0224201277993035	118	70	0.37245652760703	0.875963705985836
host_age	s__Bacteroides_dorei	host_age	-0.0141515508141986	0.017691886865034	118	86	0.425834862910153	0.875963705985836
host_body_mass_index	s__Bacteroides_fragilis	host_body_mass_index	-0.00853466019524063	0.0094940571484993	118	47	0.370904331216628	0.875963705985836
sex	s__Bacteroides_massiliensis	male	0.0147020298763371	0.0168682349530917	118	35	0.387713629023482	0.875963705985836
description	s__Bacteroides_nordii	Population Control	0.00487767824594503	0.00617380363660329	118	36	0.43150442138014	0.875963705985836
host_age	s__Bacteroides_salyersiae	host_age	-0.00789307396184491	0.00858343128959073	118	27	0.360304999232819	0.875963705985836
description	s__Bacteroides_stercoris	Population Control	0.0335535280230466	0.03578193581496	118	65	0.350838707143091	0.875963705985836
host_age	s__Bacteroides_stercoris	host_age	-0.0168956124083393	0.0179850430510307	118	65	0.350116870062694	0.875963705985836
host_body_mass_index	s__Bacteroides_vulgatus	host_body_mass_index	0.0128571073731206	0.0159183744781008	118	97	0.421266224300048	0.875963705985836
host_age	s__Bacteroides_vulgatus	host_age	-0.0149218142687052	0.0180277134885981	118	97	0.409998574684754	0.875963705985836
description	s__Bacteroides_xylanisolvens	Population Control	0.00744267327220669	0.0096125287067269	118	69	0.440636288465602	0.875963705985836
description	s__Barnesiella_intestinihominis	Household Control	0.0268738944736754	0.0294110098358901	118	70	0.365177089925295	0.875963705985836
description	s__Coprobacter_fastidiosus	Household Control	-0.00608164908212332	0.00622945045727718	118	34	0.344183981959136	0.875963705985836
description	s__Parabacteroides_johnsonii	Population Control	0.0102044019394158	0.0115773444140497	118	26	0.380307312985691	0.875963705985836
description	s__Parabacteroides_unclassified	Household Control	0.0258132820852096	0.0314707534174123	118	49	0.414075116586014	0.875963705985836
description	s__Prevotella_copri	Population Control	0.0340788567851177	0.0396604557568103	118	28	0.392291102199788	0.875963705985836
description	s__Alistipes_finegoldii	Population Control	-0.0136768651848078	0.0146163589367383	118	78	0.35177582514387	0.875963705985836
host_body_mass_index	s__Alistipes_finegoldii	host_body_mass_index	-0.00551197709682846	0.00652361864259278	118	78	0.400212972430337	0.875963705985836
description	s__Alistipes_indistinctus	Population Control	-0.0126203852398789	0.0132916793392171	118	67	0.344723458772432	0.875963705985836
sex	s__Alistipes_indistinctus	male	0.0102886517180962	0.0115278464152647	118	67	0.374407611244934	0.875963705985836
sex	s__Alistipes_onderdonkii	male	-0.018362948791375	0.0229650134736581	118	94	0.425991725218004	0.875963705985836
description	s__Alistipes_putredinis	Household Control	0.0293456502063295	0.0371075879214524	118	97	0.430955150652756	0.875963705985836
host_age	s__Alistipes_putredinis	host_age	0.0142931290378545	0.0146349460821774	118	97	0.331150243356262	0.875963705985836
description	s__Alistipes_senegalensis	Population Control	0.00443642231649142	0.0053070158194399	118	50	0.405288881549199	0.875963705985836
description	s__Clostridium_bolteae	Household Control	-0.00929971022858283	0.00995078392077113	118	40	0.35230673764443	0.875963705985836
description	s__Clostridium_hathewayi	Household Control	-0.00518255822789287	0.00602886528065182	118	29	0.397671525430382	0.875963705985836
host_age	s__Flavonifractor_plautii	host_age	-0.000990387524325953	0.00125876063684335	118	31	0.433618615100999	0.875963705985836
description	s__Eubacterium_eligens	Household Control	0.0211468885291658	0.0229812622385363	118	92	0.364660137012347	0.875963705985836
host_body_mass_index	s__Eubacterium_ramulus	host_body_mass_index	0.00193831347880937	0.00197609093303218	118	50	0.333931136413378	0.875963705985836
description	s__Ruminococcus_obeum	Population Control	-0.00777182614377271	0.00962301128987052	118	109	0.421259977079236	0.875963705985836
host_age	s__Ruminococcus_obeum	host_age	-0.00396154483371223	0.00470314655652427	118	109	0.401660956209411	0.875963705985836
description	s__Ruminococcus_torques	Household Control	-0.0133865514132391	0.0161190451312161	118	115	0.411157877776902	0.875963705985836
host_age	s__Ruminococcus_torques	host_age	-0.00721696770216833	0.00814429292130738	118	115	0.37787862791737	0.875963705985836
host_age	s__Coprococcus_catus	host_age	0.00214498439273988	0.00266386785989846	118	70	0.422645383304803	0.875963705985836
description	s__Coprococcus_comes	Population Control	0.0068062849187206	0.00870439616923065	118	78	0.436383174528237	0.875963705985836
description	s__Dorea_formicigenerans	Household Control	-0.00771187964832781	0.00919048577948568	118	94	0.403446693404244	0.875963705985836
sex	s__Dorea_formicigenerans	male	-0.0061260440751668	0.00651421455408336	118	94	0.349318639285046	0.875963705985836
host_body_mass_index	s__Dorea_unclassified	host_body_mass_index	0.00144728663458375	0.00171344558371006	118	25	0.400477370904764	0.875963705985836
description	s__Lachnospiraceae_bacterium_7_1_58FAA	Household Control	-0.00432344774107216	0.00484905449476852	118	92	0.377457540825384	0.875963705985836
